,Unnamed: 0,Song,Artist,lyrics,Lyrics
413,,Cattails,Big Thief,"Caroline, Caroline
I never could leave you to struggle
Hold the line, hold the line
I’ll be there on the double
In time, in time
Everyone does see trouble

And you don’t need to know why when you cry
You don’t need to know why
You don’t need to know why when you cry

Violet’s eyes, Violet plays
Going back home to the Great Lakes
Where the cattail sways
With the lonesome loon
Riding that train in late June

With the windows wide by my side
With the windows wide
With the windows wide by my side

And the clusters fell like an empty bell
Meteor shower at the motel
Where the empty space is a saving grace
Making good time and doing well
Still the question sings like Saturn’s rings
Maybe she knows and she won’t tell

But you don’t need to know why when you cry
You don’t need to know why
You don’t need to know why when you cry

And I find you there in your country flair
Middle of the river in a lawn chair
With your wrinkled hands and your silver hair
Leaving here soon and you know where
To where the cattail sways with the lonesome loon
You’ll be riding that train in late June

With the windows wide by your side
With the windows wide
With the windows wide by your side
You don’t need to know why
You don’t need to know why when you cry",
414,,Neighborhood #3 (Power Out),Arcade Fire,"I woke up with the power out
Not really something to shout about
Ice has covered up my parents' hands
Don't have any dreams, don't have any plans
I went out into the night
I went out to find some light
Kids are swinging from the power lines
Nobody's home, so nobody minds

I woke up on the darkest night
Neighbors all were shouting that they found the light
(We found the light!)
Shadows jumping all over my walls
Some of them big, some of them small
I went out into the night
I went out to pick a fight with anyone
Light a candle for the kids
Jesus Christ, don't keep it hid!

Hoo-oo
Hoo-oo
Hoo-oo

Ice has covered up my parents' hands
Don't have any dreams, don't have any plans
Growing up in some strange storm
Nobody's cold, nobody's warm
I went out into the night
I went out to find some light
Kids are dying out in the snow
Look at them go, look at them go!

Hoo-oo
Hoo-oo
Hoo-oo
Oo-oo

And the power's out in the heart of man
Take it from your heart, put it in your hand, hand
What's the plan?
What's the plan?

Is it a dream? Is it a lie?
I think I'll let you decide
Just light a candle for the kids
Jesus Christ, don't keep it hid!
Because nothing's hid
From us kids!
You ain't fooling nobody
With the lights out!

And the power's out in the heart of man
Take it from your heart, put it in your hand
And there's something wrong in the heart of man
You take it from your heart and put it in your hand!
Where'd you go?",
415,,Rebellion (Lies),Arcade Fire,"Sleeping is giving in
No matter what the time is
Sleeping is giving in
So lift those heavy eyelids
People say that you'll die
Faster than without water
But we know it's just a lie
Scare your son, scare your daughter

People say that your dreams
Are the only things that save you
Come on baby, in our dreams
We can live our misbehavior

Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes
Every time you close your eyes
Every time you close your eyes
Every time you close your eyes

People try and hide the night
Underneath the covers
People try and hide their lies
Underneath the covers
Come on hide your lovers
Underneath the covers
Come on hide your lovers
Underneath the covers
Hiding from your brothers
Underneath the covers
Come on hide your lovers
Underneath the covers

People say that you'll die
Faster than without water
But I know it's just a lie
Scare your son, scare your daughter
Scare your son, scare your daughter
Scare your son, scare your daughter

Now here's the sun, it's alright! (Lies! Lies!)
Now here's the moon, it's alright! (Lies! Lies!)
Now here's the sun, it's alright! (Lies! Lies!)
Now here's the moon, it's alright! (Lies! Lies!)
But every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)
Every time you close your eyes (Lies! Lies!)

Every time you close your eyes
Every time you close your eyes
Every time you close your eyes
(Lies! Lies!)",
416,,Crown of Love,Arcade Fire,"They say it fades if you let it
Love was made to forget it
I carved your name across my eyelids
You pray for rain, I pray for blindness

If you still want me, please forgive me
The crown of love has fallen from me
If you still want me, please forgive me
Because the spark is not within me

I snuffed it out before my mom walked
In my bedroom

The only thing that you keep changing
Is your name, my love keeps growing
Still the same, just like a cancer
And you won't give me a straight answer

If you still want me, please forgive me
The crown of love has fallen from me
If you still want me, please forgive me
Because your hands are not upon me

I shrugged them off before my mom walked
In my bedroom

The pains of love, and they keep growing
In my heart there's flowers growing
On the grave of our old love
Since you gave me a straight answer

If you still want me, please forgive me
The crown of love is not upon me
If you still want me, please forgive me

'Cause the spark is not within me
It's not within me
It's not within me
You gotta be the one
You gotta be the way
Your name is the only word that I can say
You gotta be the one
You gotta be the way
Your name is the only word
The only word that I can say

Only word that I can say
No, no, no, no, no
No, no, no, no",
417,,Yours & Mine,Lucy Dacus,"I'm afraid of pain, both yours and mine, both yours and mine
I'm afraid of pain, from where it comes and where it falls

Somebody lit the store on fire
Somebody lit the house on fire
Somebody lit the crowd on fire, marching away
And you've got nothing to say
And you've got nothing to say
Have you got nothing to say?

For those of you who told me I should stay indoors
Take care of you and yours, take care of you and yours
But me and mine (Me and mine)
Me and mine (Me and mine)
We've got a long way to go before we get home
'Cause this ain't my home anymore
This ain't my home anymore
This ain't my home

Somebody lit the store on fire
Somebody lit the house on fire
Somebody lit the crowd on fire, marching away
And you've got nothing to say
And you've got nothing to say
Have you got nothing to say?

For those of you who told me I should stay indoors
Take care of you and yours, take care of you and yours
But me and mine (Me and mine)
Me and mine (Me and mine)
We've got a long way to go before we get home
'Cause this ain't my home anymore
This ain't my home anymore
This ain't my home

Take care of you and yours
Take care of you and yours
Take care of you and yours
Take care of you and yours
But me and mine (Me and mine)
Me and mine (Me and mine)
Me and mine (Me and mine)
Me and mine (Me and mine)
Me and mine (Me and mine)
Me and mine (Me and mine)
Me and mine (Me and mine)
Me and mine
We've got a long way to go before we get home
'Cause this ain't my home anymore
This ain't my home anymore
This ain't my home anymore
This ain't my home anymore",
418,,Ain't Together,King Princess,"I know you're with me
And I'd love to see someone else call you
And all this in between
You think it's hard for me to tell you're fallin'
Oh, we're fallin'

And bein' chill, bein' chill with you
Oh, it kills, I ain't chill at all, at all

We say ""I love you,"" but we ain't together
Do you think labels make it taste much better?
Darlin', do you think that if I talk enough
I will make you wanna be mine?
We ain't together

Cut off all these hoes (Ah)
Baby, you don't gotta worry 'bout nothing (Ah)
'Cause everybody knows (Ah)
That you and I got that somethin' (Ah)

And bein' chill, bein' chill with you (Ah)
Oh, it kills, I ain't chill at all, at all

We say ""I love you,"" but we ain't together
Do you think labels make it taste much better?
Darlin', do you think that if I talk enough
I will make you wanna be mine?
We ain't together

And I can't watch this fall apart

We say ""I love you,"" but we ain't together
Do you think labels make it taste much better?
Darlin', do you think that if I talk enough
I will make you wanna be mine?
'Til you don't say you and I ain't together, babe
Ain't together
Ain't together",
419,,Brand New Key,Melanie,none,
420,,My Body,Young the Giant,"Stop! The train is riding
Down to the station
Where you lived
When we were school kids

Hey! The rails are caught now
And I am falling down
Fools in a spiral
'Round this town of steel

My body tells me no
But I won't quit
'Cause I want more
'Cause I want more
My body tells me no
But I won't quit
'Cause I want more
'Cause I want more

Stop! The train is riding
Down to the station
Where I lived
When I was a cool kid

Hey! Is it my fault that
The fallen embers burn
Down in a spiral
'Round your crown of thieves?

My body tells me no
But I won't quit
'Cause I want more
'Cause I want more

My body tells me no
But I won't quit
'Cause I want more
'Cause I want more
It rides out of town

Oh, it's my road, it's my road, it's my road
It's my road, it's my road, it's my war
It's my war, it's my war, it's my war
His eyes are open (Whoa-oh)
His eyes are open (Whoa-oh)
Oh, 'cause I want more (Whoa-oh)
I want more, want more (Whoa-oh)
His eyes are open
His eyes are open
Hey, hey, hey

My body tells me no
But I won't quit
'Cause I want more
'Cause I want more
My body tells me no
But I won't quit
'Cause I want more
'Cause I want more
It rides out of town",
421,,Promiscuous,Nelly Furtado,"Am I throwin' you off?
Nope
Didn't think so

How you doin', young lady?
That feelin' that you're givin' really drives me crazy
You're dope, have a player 'bout to choke
I was at a loss for words first time that we spoke
You lookin' for a girl that'll treat you right?
You lookin' for her in the daytime with the light?
You might be the type if I play my cards right
I'll find out by the end of the night
You expect me to just let you hit it?
But will you still respect me if you get it?
All I can do is try, gimme one chance (Chance)
What's the problem? I don't see the ring on your hand (Hand)
I'll be the first to admit it
I'm curious about you, you seem so innocent
You wanna get in my world, get lost in it?
Boy, I'm tired of runnin', let's walk for a minute

Promiscuous girl, wherever you are
I'm all alone, and it's you that I want
Promiscuous boy, you already know
That I'm all yours, what you waitin' for?
Promiscuous girl, you're teasin' me
You know what I want, and I got what you need
Promiscuous boy, let's get to the point
'Cause we're on a roll, you ready?

Roses are red, some diamonds are blue
Chivalry is dead, but you're still kinda cute
Hey, I can't keep my mind off you
Where you at? Do you mind if I come through?
I'm out of this world, come with me to my planet
Get you on my level, do you think that you can handle it?
They call me Thomas, last name Crown
Recognize game, I'ma lay mine's down
I'm a big girl, I can handle myself
But if I get lonely, I'ma need your help
Pay attention to me, I don't talk for my health
I want you on my team -- So does everybody else
Shh, baby, we can keep it on the low (Low)
Let your guard down, ain't nobody gotta know (Know)
If you with it, girl, I know a place we can go
What kind of girl do you take me for?

Promiscuous girl, wherever you are
I'm all alone, and it's you that I want
Promiscuous boy, you already know
That I'm all yours, what you waitin' for?
Promiscuous girl, you're teasin' me
You know what I want, and I got what you need
Promiscuous boy, let's get to the point
'Cause we're on a roll, you ready?

Don't be mad, don't get mean
Don't get mad, don't be mean
Hey, don't be mad, don't get mean
Don't get mad, don't be mean

Wait, I don't mean no harm
I can see you with my t-shirt on
I can see you with nothin' on
Feelin' on me before you bring that on
Bring that on?! -- You know what I mean
Girl, I'm a freak, you shouldn't say those things
I'm only tryna get inside of your brain
To see if you can work me the way you say
It's okay, it's all right
I got somethin' that you gon' like
Hey, is that the truth, or are you talkin' trash?
Is your game M.V.P. like Steve Nash?

Promiscuous girl, wherever you are
I'm all alone, and it's you that I want
Promiscuous boy, I'm callin' your name
But you're drivin' me crazy the way you're makin' me wait
Promiscuous girl, you're teasin' me
You know what I want, and I got what you need
Promiscuous boy, we're one and the same
So we don't gotta play games no more

Eh-eh, eh-eh, ah-ah-ah
Eh-eh, eh-eh, ah-ah-ah
Eh-eh, eh-eh, ah-ah-ah
Eh-eh, eh-eh, ah-ah-ah
Mm, mm, mm, mm
Mm, mm, ah-ah-ah
Eh-eh, eh-eh, ah-ah-ah
Eh-eh, eh-eh, ah-ah-ah",
422,,me,Kelly Clarkson,"Buried myself into somebody else
Shut out some parts of me, did it so casually
I guess I needed that to be able to step back
I lived my life without me, I never allowed me to

Too much I've had to live for, put my life on hold for
I'm always pleasin' someone, honestly, now I'm done

I don't need somebody to hold me
Don't need somebody to love me
Don't need somebody to pick these pieces up
I put together my broken
Let go of the pain I'vе been holdin'
Don't need to need somebody
When I got me

Lovеd you so much, took an army to pull me up
But now on the other side, I remembered I could fly
I told you I wanted you (I told you)
But you needed me to need you (Needed me to need you)
Your insecurity was the death of you and me (Oh)

Too many times you questioned what were my intentions (Ooh, yeah)
I never gave you reasons, you're the one with secrets

I don't need somebody to hold me (Oh no)
Don't need somebody to love me (Oh yeah)
Don't need somebody to pick these pieces up (Pick these pieces up)
I put together my broken
Let go of the pain I've been holdin'
Don't need to need somebody (Don't need, I don't need)
When I got me

(When I got, when I got, when I got me)
When I got me
(When I got, when I got, when I got me)
Yeah, yeah, when I got me

I bet you feel the absence of my love every night (Ooh, ooh)
There's no one else, you are the reason I said goodbye

'Cause I don't need somebody to scold me
Don't need somebody that hurts me
Don't need somebody who feels weak standin' next to me
I put together my broken
Let go of your hand I've been holdin' (Let go)
Don't need to need somebody
When I got me

(When I got, when I got, when I got me)
When I got me
(When I got, when I got, when I got me)
Yeah",
423,,Your Love Is My Drug,Kesha,"Maybe I need some rehab
Or maybe just need some sleep
I got a sick obsession
I'm seein' it in my dreams
I'm lookin' down every alley
I'm makin' those desperate calls
I'm stayin' up all night hopin'
Hittin' my head against the wall

What you've got, boy, is hard to find
I think about it all the time
I'm all strung out, my heart is fried
I just can't get you off my mind

Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love

Won't listen to any advice
Mama's tellin' me I should think twice
But left to my own devices
I'm addicted, it's a crisis
My friends think I've gone crazy
My judgment's gettin' kinda hazy
My steeze is gonna be affected
If I keep it up like a lovesick crackhead

What you've got, boy, is hard to find
I think about it all the time (All the time)
I'm all strung out, my heart is fried
I just can't get you off my mind

Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love

I don't care what people say
The rush is worth the price I pay
I get so high when you're with me
But crash and crave you when you leave (You leave)
Hey, so I got a question (You leave)
Do you wanna have a slumber party in my basement? (You leave)
Do I make your heart beat like an 808 drum?
Is my love your drug? (When you leave)
Your drug (You leave)
Huh, your drug (You leave)
Huh, your drug (When you leave)
Is my love your drug?

Because your love, your love, your love is my drug
Your love, your love, your love
I said your love, your love, your love is my drug
Your love, your love, your love
Because your love, your love, your love is my drug (Ah, ah, ooh-woah)
Your love, your love, your love (Ah, ah, ooh-woah)
I said your love, your love, your love is my drug (Ah, ah, ooh-woah)
Your love, your love, your love (Ah, ah, ooh-woah)

Hey
Hey
So
Your love, your love, your love, your love
Is my drug
I like your beard",
424,,muse,MisterWives,"Hey

Took me to waters blue
Colored in a way I never knew
Swimming in a paradise with you
But your face is still my favorite view
I got the big, big feels (Big, big feels)
Pinch me to know you're real (Know you're real)
You're not a ninety-nine
One hundred all the time

Terrified to start again
Then you pull me in, pull me in

I see you (Hey)
Doin' all of the things you do (Hey)
Showin' off with the way you move
I should give you a medal
Gold on another level (Hey)
Let me be your

Stay runnin' 'round my mind
Doing so many laps, aren't you tired?
The things that you do, I can't define
You leave me so tongue-tied
And I got the big, big feels (Big, big feels)
Pinch me to know you're real (Know you're real)
You're not a ninety-nine
You're one hundred all the time

Terrified to start again
Then you pull me in, pull me in

I see you (Hey)
Doin' all of the things you do (Hey)
Showin' off with the way you move
I should give you a medal
Gold on another level (Hey)
Let me be your muse
(Wanna be, wanna be, wanna be your)
Muse
(Wanna be, wanna be, wanna be your)
Muse
I should give you a medal
Gold on another level
(Let me be your)

(Hey)
Let's go on the run
(Hey)
I'll be your shotgun
Let's go everywhere under the sun
Sounds crazy, but I think you're the one

I see you (Hey)
Doin' all of the things you do (Hey)
Showin' off with the way you move
I should give you a medal
Gold on another level
Let me be your muse
(Wanna be, wanna be, wanna be your)
Muse
(Wanna be, wanna be, wanna be your)
Muse
I should give you a medal
Gold on another level
Let me be your
Let me be your",
425,,L to the OG (feat. Kendall Roy),Nicholas Britell,"Good evening, everyone. Thank you for being here to honor my dad's life and work. So when Rhea was planning this thing she asked me to help out with a tribute of a certain flavor. Just remember, I'm not a professional

Born on the North Bank, king of the East Side
Fifty years strong, now he's rolling in a stick ride
Handmade suits, raking in loot
Five-star general, y'all best salute
Yo, bitches be catty, but the King Kong daddy
Rock all the haters while we go roll a fatty
Squiggle on the decks, Kenny on the rhymes
And Logan big ballin' on Hamptons time

L to the OG
Dude be the OG
A-N he playing
Playing like a pro, see
L to the OG
Dude be the OG
A-N he playing
Playing like a pro

A-1 ratings, 80K wine
Never gonna to stop baby, fuck Father Time
Bro, don't get it twisted, I've been through hell
But since I stan Dad, I'm alive and well
Shaper of views, creator of news
Father of many, paid all his dues
So don't try to run your mouth at the king
Just pucker up, bitch, and go kiss the ring

L to the OG
Dude be the OG
A-N he playing
Playing like a pro, see
L to the OG
Dude be the OG
A-N he playing
Playing like a pro
L to the OG
Dude be the OG
A-N he playing
Playing like a pro, see
L to the OG
Dude be the OG
A-N he playing
Playing like a pro

When I say L, you say OG
L to the (OG)
L to the (OG)
L to the (OG)
L to the (OG)
L to the (OG)
L to the motherfuckin' OG",
426,,"Roman's Beat - ""Hearts""",Nicholas Britell,none,
427,,CUFF IT,Beyoncé,"I feel like fallin' in love (Fallin’ in love)
I'm in the mood to fuck somethin' up (Tonight, I’m fuckin' somethin' up, baby)
I need some drink in my cup (I need a drink), hey (Pour me a drink)
I'm in the mood to fuck somethin' up (I'm in the mood to fuck somethin' up)

I wanna go missin', I need a prescription
I wanna go higher, can I sit on top of you? (Oh-la-la-la-la-la-la-la)
I wanna go where nobody’s been (I wanna go where nobody’s been)
Have you ever had fun like this? Oh, woah (Have you ever had fun? Yeah)

We gon' fuck up the night, black lights
Spaceships fly, yeah (Spaceships fly)
Unapologetic when we fuck up the night, fuck up the night
We gettin’ fucked up tonight
We gon' fuck up the night

Bet you you'll see far
Bet you you'll see stars
Bet you you’ll elevate
Bet you you'll meet God
'Cause I feel like fallin' in love
I'm in the mood to fuck somethin' up
'Cause we gon' fuck up the night

What's in these four walls? You sexy, my love (Turn it up)
Don't miss this roll call, is you here or what? Yeah (Roll it up)
Show up, show up (Show up, show up), po' up, po' up, oh (Po' up, po' up)
You Mr. Nasty, I'll clean it up

Go where nobody's been (Go where nobody's been)
Have you ever had fun like this? (Have you ever had fun? Yeah)
I wanna go missin', I need a prescription
I wanna go higher, can I sit on top of you?

We gon' fuck up the night (Funk it up, funk it up), black lights
Spaceships fly, yeah (Spaceships fly)
Unapologetic when we fuck up the night (Funk it up, funk it up), fuck up tonight
We gettin' fucked up tonight
We gon' fuck up the night

Bet you you'll see far
Bet you you'll see stars
Bet you you'll elevate
Bet you you'll meet God
'Cause I feel like fallin' in love
I'm in the mood to fuck somethin' up
We gon' fuck up the night

Hypersonic, sex erotic
On my body, boy, you got it
Hit them 'draulics while I ride it
Got me actin' hella thotty
So excited, so exotic
I'm a seasoned professional
Squeeze it, don't let it go
Tease it, no self-control
I got time today (I got time today, I got time)
Oh, I (I got time today, I got time)
I can't wait to come out and play
Ooh, yeah, you
Come and cuff it, cuff it, cuff it, cuff it, baby
While I buss it, buss it, buss it for you, baby
Oh, baby
Anywhere, anytime
I don't mind, I don't mind

Yeah (I don't mind)
For you (All for you)
I'm backin' the truck up, huh (Back that truck up)
For you (All for you, for you)
A bitch'll get fucked up, huh (I fuck you up)
For you (All for you)
I'm puttin' my cup up, huh (Put my cup up, yeah)
For you (All for you, you)

'Cause we gon' fuck up the night
Take flight (Woo), blindin' lights (Yeah)
Fuck it up, fuck it up, fuck it up
(Unapologetic when we fuck up the night)
Bet you you'll see stars (Night)
Bet you you'll go far (Night)
Bet you you'll levitate (Night)
Bet you you'll meet God (Party people, roll up)
Ooh (Yeah, huh)
We gon' fuck up the night (Yeah)
Spaceships fly
Fuck it up, fuck it up",
428,,Came out of a Lady,Rubblebucket,"I used to wish I was never born
But now I don't, 'cause I found you
It's really cool, you like me too
Of all the places and all the times
To walk the land, I can't believe
How could it be, you're here with me

You came out of a lady
And I want you to save me, it's amazing
You came out of a lady oh
And I want you to save me, it's amazing

I used to walk by the stream at night
With silver shadows everywhere
My brain like an exploding light
And ponder if it was worth my time
To sing these sings and do these things
And stumble at them every time

You came out of a lady
And I want you to save me, it's amazing
You came out of a lady oh
And I'm glad that you saved me, it's amazing!

I need you
All these times they tell me that I don't
Whoa I need you
Tell me that I don't
Whoa-oh-oh-ah!

I used to wonder where I could go
To sit and watch the moon come out
It's never like I dreamed it though
It had to be just a matter of time
Before you came and found me there
But silently all through the air

You came out of a lady
And I want you to save me, it's amazing
You came out of a lady oh
And I'm glad that you saved me, It's oh hoo-hoo-hoo

Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo

I need you
All these times they tell me that I don't
Whoa I need you
Tell me that I don't
Whoa-oh-oh-ah!

You came out of a lady
And I want you to save me, it's amazing
You came out of a lady oh
And I'm glad that you saved me, it's oh hoo-hoo-hoo

Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo
Hoo-hoo-hoo",
429,,Happy Together,The Turtles,"Imagine me and you, I do
I think about you day and night, it's only right
To think about the girl you love and hold her tight
So happy together

If I should call you up, invest a dime (Call you up)
And you say you belong to me, and ease my mind (Ease my mind)
Imagine how the world could be, so very fine (Very fine)
So happy together

I can't see me lovin' nobody but you
For all my life
When you're with me, baby, the skies'll be blue
For all my life

Me and you, and you and me (You and me)
No matter how they toss the dice, it had to be (It had to be)
The only one for me is you, and you for me (You for me)
So happy together

I can't see me lovin' nobody but you
For all my life
When you're with me, baby, the skies'll be blue
For all my life

Me and you and you and me
No matter how they toss the dice, it had to be
The only one for me is you, and you for me
So happy together

Ba-ba-ba-ba, ba-ba-ba-ba, ba-ba-ba
Ba-ba-ba, ba
Ba-ba-ba-ba, ba-ba-ba-ba, ba-ba-ba
Ba-ba-ba, ba

Me and you, and you and me
No matter how they toss the dice, it had to be
The only one for me is you, and you for me
So happy together
So happy together
And how is the weather?
So happy together
We're happy together
So happy together
Happy together
So happy together
So happy together (Ba-ba-ba-ba, ba-ba-ba-ba)",
430,,Tu Falta De Querer,Mon Laferte,"Hoy volví
A dormir en nuestra cama y todo sigue igual
El aire y nuestros gatos, nada cambiará
Difícil olvidarte estando aquí
Te quiero ver
Aún te amo y creo que hasta más que ayer
La hiedra venenosa no te deja ver
Me siento mutilada y tan pequeña

Ven y cuéntame la verdad
Ten piedad
Y dime por qué
No, no, no
¿Cómo fue que me dejaste de amar?
Yo aún podía soportar
Tu tanta falta de querer

Hace un mes
Solía escucharte y ser tu cómplice
Pensé que ya no había nadie más que tú
Yo fui tu amiga y fui tu compañera
Ahora dormiré
Muy profundamente para olvidar
Quisiera hasta la muerte para no pensar
Me borro pa' quitarme esta amargura

Ven y cuéntame la verdad
Ten piedad
Y dime por qué
No, no, no
¿Cómo fue que me dejaste de amar?
Yo aún podía soportar
Tu tanta falta de querer

Ven y cuéntame la verdad
Ten piedad
Y dime por qué
No, no, no
¿Cómo fue que me dejaste de amar?
Yo aún podía soportar
Tu tanta falta de querer",
431,,Canción de Amor,Viniloversus,"Hoy me provocó cantarte
Recordarte, viejo amor
Tú eras Venus, yo era Marte
Ambos viendo un mismo sol

Sin nada que decir ni hacer
Tan solo contemplarnos

Canción de amor
No me sirves
Tu amor
Es tan predecible
Tu Sol (tu Sol), tu Si (tu Si)
Tu La, tu Re
No pidas que cante que no me la sé

Siempre era tarde para el desayuno
Tan solo comer y volverse a acostar
Contigo hacer nada es mejor pasatiempo
(Contigo hacer nada es mejor pasatiempo)
Que no hacer nada y ver tiempo pasar
(Que no hacer nada-da-da-da-da-da)
Hoy las nubes, son rosadas
Recuerdo que así te gustaba
Nos quedabamos encerrados
Responsabilidades a un lado
Alquilábamos mil películas
Inventabas excusas ridículas
Y decías que dormías
En casa de Ana María

Sin nada que decir ni hacer
Tan solo contemplarnos

Canción de amor
No me sirves
Tu amor
Es tan predecible
Tu Sol (tu Sol), tu Si (tu Si)
Tu La, tu Re
No pidas que cante que no me la sé

Canción de amor
No me sirves (no me sirves)
Tu amor
Es tan predecible
Tu Sol (tu Sol), tu Si (tu Si)
Tu La, tu Re
No pidas que cante que no me la sé

Tu Sol (tu Sol), tu Si (tu Si)
Tu La, tu Re
No pidas que cante que no me la",
432,,All I Ever Asked,Rachel Chinouriri,"Woo-hoo-hoo-hoo-ooh
Woo-hoo-hoo-hoo-ooh-ooh-ooh
Woo-hoo-hoo-hoo-ooh
Woo-hoo-hoo-hoo-ooh-ooh-ooh

Somewhere beneath the surface
I wanna find if you're the problem or the purpose
'Cause it's borderline
Never know if you're sorry for what you said
For all I know, you adore me
But kept it all inside your head

Just a little more time, was it really that hard to do?
It was all I ever asked of you
It was all I ever asked of you
(Woo-hoo-hoo-hoo-ooh, woo-hoo-hoo-hoo-ooh-ooh-ooh)
Nothing compares to the trouble that I've been through
It was all I ever asked of you
It was all I ever askеd of you
(Woo-hoo-hoo-hoo-ooh, woo-hoo-hoo-hoo-ooh-ooh-ooh)

I said it straight, maybe I didn't make it obvious
I would deny you found a way
To makе it 'bout yourself and all because
You're always right, never know if you're sorry for what you said
(Woo-hoo-hoo-hoo-ooh, woo-hoo-hoo-hoo-ooh-ooh-ooh)
For all I know, you adore me
But kept it all inside your head

Just a little more time, was it really that hard to do?
It was all I ever asked of you
It was all I ever asked of you
(Woo-hoo-hoo-hoo-ooh, woo-hoo-hoo-hoo-ooh-ooh-ooh)
Nothing compares to the trouble that I've been through
It was all I ever asked of you
It was all I ever asked of you
(Woo-hoo-hoo-hoo-ooh, woo-hoo-hoo-hoo-ooh-ooh-ooh)

Woo-hoo-hoo-hoo-ooh
Woo-hoo-hoo-hoo-ooh-ooh-ooh
Woo-hoo-hoo-hoo-ooh
Woo-hoo-hoo-hoo-ooh-ooh-ooh

Just a little more time, was it really that hard to do?
It was all I ever asked of you
It was all I ever asked of you
(Woo-hoo-hoo-hoo-ooh, woo-hoo-hoo-hoo-ooh-ooh-ooh)
Nothing compares to the trouble that I've been through
It was all I ever asked of you
It was all I ever asked of you
(Woo-hoo-hoo-hoo-ooh, woo-hoo-hoo-hoo-ooh-ooh-ooh)
Just a little more time, was it really that hard to do?
It was all I ever asked of you
It was all I ever asked of you",
433,,Oom Sha La La,Haley Heynderickx,"The milk is sour
I've barely been to college
And I've been doubtful
Of all that I have dreamed of
The brink of my existence essentially is a comedy
The gap in my teeth and all that I can cling to
The milk is sour
Sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
The milk is sour
With olives on my thumbs
And all that I have stuck to and all that I have clung to
I've felt like a dog
This world that I have trusted
Is bent over and busted and rusted by an arbitrary sonogram
Sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
The milk is sour
With olives on my thumbs
And I've been doubtful
Of all that I have dreamed of
The brink of my existence essentially is a comedy
The gap in my teeth and all that I can cling to
The milk is sour
Sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
If you don't go outside
Well nothing's gonna happen
She'll never write her number on a crumpled up napkin
She'll never be your ego
She'll never be a bandit
She'll never get to eat you like your heart's a pomegranate
I'm throwing out the milk
The olives got old
I'm tired of my mind getting heavy with mold
I need to start a garden
I need to start a garden
I need to start a garden
I need to start a garden!
Gonna start a garden in my backyard
I'm gonna start a garden in my backyard
'Cause making this song up is just as hard
'Cause making this song up is just as hard
Oom sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
Oom sha la la
Oom oom sha la la
Sha la la
Sha la la
Sha la la
Sha la",
434,,Strange Torpedo,Lucy Dacus,"You got yourself a bunch of bad habits
Not hard to see that love is a weakness
Seems to me, the way you understand it
Is that you're never gonna make it happen
I get smoke in my eyes every time I try
To look you in the eye and
Do I even know what your face looks like
Or just the cloud of smoke in its place?
I'm trying to tell you something you might've heard before

You got a dollar in your pocket
You got a pebble in your sock and
You've got a mind of gold you keep secret
I gotta hope that one day you'll use it
I get tongue-tied every time I try
To tell you what I think is right
'Cause I think it's wrong when you sit around
Looking like a toy in the lost and found
I am telling you something you might've heard before
And forgot on the spot

Oh-woah-oh, oh-woah
Oh-woah-oh, oh-woah

You're a strange torpedo on the loose
Strange torpedo on the loose
Strange torpedo on the loose
And I'll play the fool, and I'll play the fool

I see the blood rushing to your head
Your words are slurred and your cheeks are red
You'd do anything to stop pretending
Can't have regrets if you can't remember them
You are one of a kind, I cannot lie
You're wild when your body's in overdrive
And I'm more surprised every time you're alive
When I check for your breath in the morning

You're a strange torpedo on the loose
Strange torpedo on the loose
Strange torpedo on the loose
And I'll play the fool, and I'll play the fool

Oh-woah-oh, oh-woah
Oh-woah-oh, oh-woah

I thought you'd hit rock bottom
But I'm starting to think that it doesn't exist
'Cause you've been falling for so long
And you haven't hit anything solid yet
I thought you'd hit rock bottom
But I'm starting to think that it doesn't exist
'Cause you've been falling for so long
And you haven't hit anything solid yet

Oh-woah-oh, oh-woah

You're a strange torpedo on the loose
Strange torpedo on the loose
Strange torpedo on the loose
Strange torpedo on the loose
Strange torpedo on the loose
Strange torpedo on the loose
And I'll play the fool, and I'll play the fool, and I'll play the fool",
